Data,Temperatura,Umiditate,ValoareSenzorMq135,CalitateAer,IndiceConfort
2024-06-02 15:54:53,30.8,49.2,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:54:56,30.7,49.1,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.07
2024-06-02 15:54:59,30.7,49.5,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 15:55:02,30.7,49.9,99861727.20845667,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 15:55:05,30.8,50.4,99860392.69899175,Calitate Foarte Buna a Aerului sub 300 ppm,79.41
2024-06-02 15:55:08,30.7,50.6,99859734.54424652,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 15:55:11,30.7,50.4,99860863.15531474,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:55:14,30.7,49.9,99860569.91922344,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 15:55:17,30.7,49.5,99860648.3749442,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 15:55:20,30.8,49.4,99861499.05756621,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 15:55:23,30.7,49.1,99862122.58882698,Calitate Foarte Buna a Aerului sub 300 ppm,79.07
2024-06-02 15:55:26,30.8,49.2,99860902.05377483,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:55:29,30.8,49.2,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:55:32,30.7,49.2,99861403.51294485,Calitate Foarte Buna a Aerului sub 300 ppm,79.08
2024-06-02 15:55:35,30.7,49.1,99861499.05756621,Calitate Foarte Buna a Aerului sub 300 ppm,79.07
2024-06-02 15:55:38,30.7,49.4,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.12
2024-06-02 15:55:41,30.7,49.5,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 15:55:44,30.7,49.6,99860628.77876632,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 15:55:47,30.7,49.7,99860746.1787898,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 15:55:50,30.8,49.6,99860707.09261744,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:55:53,30.8,49.6,99861192.30891813,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:55:56,30.7,49.4,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.12
2024-06-02 15:55:59,30.8,49.4,99860471.58264197,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 15:56:02,30.7,49.2,99861537.19583155,Calitate Foarte Buna a Aerului sub 300 ppm,79.08
2024-06-02 15:56:05,30.7,49.0,99860154.89735717,Calitate Foarte Buna a Aerului sub 300 ppm,79.05
2024-06-02 15:56:08,30.7,48.9,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.04
2024-06-02 15:56:11,30.8,49.1,99860902.05377483,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 15:56:15,30.7,49.3,99860589.55091673,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 15:56:18,30.8,49.6,99860999.09572306,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:56:21,30.7,49.8,99860804.71984619,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 15:56:24,30.8,50.1,99860412.43781307,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 15:56:27,30.7,50.6,99861878.40893441,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 15:56:30,30.7,50.4,99862216.00661698,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:56:33,30.7,50.4,99861346.04933673,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:56:36,30.7,50.4,99859975.40479732,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:56:39,30.6,50.1,99860451.87962726,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 15:56:42,30.7,50.0,99860372.94821326,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:56:45,30.8,49.9,99860804.71984619,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 15:56:48,30.8,50.0,99861632.34324624,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 15:56:51,30.7,49.9,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 15:56:54,30.7,49.7,99859532.47241269,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 15:56:57,30.7,49.6,99860882.6103896,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 15:57:00,30.7,49.5,99861018.46919063,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 15:57:03,30.7,49.5,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 15:57:06,30.7,49.6,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 15:57:09,30.6,49.5,99860550.27567014,Calitate Foarte Buna a Aerului sub 300 ppm,79.00
2024-06-02 15:57:12,30.7,49.3,99861518.13237315,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 15:57:15,30.7,49.6,99862420.56103997,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 15:57:18,30.8,49.7,99861613.3363799,Calitate Foarte Buna a Aerului sub 300 ppm,79.30
2024-06-02 15:57:21,30.7,50.0,99860530.62024611,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:57:24,30.7,50.1,99861802.89828047,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 15:57:27,30.8,50.2,99860510.95294066,Calitate Foarte Buna a Aerului sub 300 ppm,79.38
2024-06-02 15:57:30,30.8,50.5,99860510.95294066,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 15:57:33,30.7,50.5,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.29
2024-06-02 15:57:36,30.7,50.4,99860824.21005355,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:57:39,30.7,50.2,99861708.25793067,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 15:57:42,30.7,50.0,99860154.89735717,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:57:45,30.7,50.0,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:57:48,30.7,49.9,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 15:57:51,30.8,49.6,99860471.58264197,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 15:57:54,30.8,49.8,99860765.70422484,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 15:57:57,30.7,49.7,99861403.51294485,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 15:58:00,30.7,49.8,99861727.20845667,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 15:58:03,30.7,50.0,99861727.20845667,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:58:06,30.7,49.8,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 15:58:09,30.7,50.2,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 15:58:12,30.7,50.6,99861095.84700285,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 15:58:15,30.7,50.7,99861518.13237315,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 15:58:18,30.7,50.5,99862697.3805255,Calitate Foarte Buna a Aerului sub 300 ppm,79.29
2024-06-02 15:58:21,30.7,50.3,99860765.70422484,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 15:58:24,30.6,50.2,99860095.17569828,Calitate Foarte Buna a Aerului sub 300 ppm,79.11
2024-06-02 15:58:27,30.7,50.1,99861230.8129527,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 15:58:30,30.7,50.0,99861346.04933673,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:58:33,30.7,50.1,99861499.05756621,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 15:58:36,30.7,50.1,99861783.99264657,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 15:58:39,30.7,50.1,99861173.0396219,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 15:58:42,30.6,49.7,99860726.64159076,Calitate Foarte Buna a Aerului sub 300 ppm,79.04
2024-06-02 15:58:45,30.6,49.7,99860726.64159076,Calitate Foarte Buna a Aerului sub 300 ppm,79.04
2024-06-02 15:58:48,30.7,49.9,99861153.75879261,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 15:58:51,30.6,49.6,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.02
2024-06-02 15:58:54,30.7,49.6,99861916.09727134,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 15:58:57,30.6,49.7,99861153.75879261,Calitate Foarte Buna a Aerului sub 300 ppm,79.04
2024-06-02 15:59:00,30.6,49.7,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.04
2024-06-02 15:59:03,30.7,50.0,99860726.64159076,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 15:59:06,30.7,50.8,99860451.87962726,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 15:59:09,30.7,51.6,99861307.68307976,Calitate Foarte Buna a Aerului sub 300 ppm,79.47
2024-06-02 15:59:12,30.7,50.8,99860293.82530992,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 15:59:15,30.6,50.3,99861403.51294485,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 15:59:18,30.7,50.2,99860530.62024611,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 15:59:21,30.7,51.3,99861384.36983214,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 15:59:24,30.6,51.1,99861095.84700285,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 15:59:27,30.7,50.5,99860154.89735717,Calitate Foarte Buna a Aerului sub 300 ppm,79.29
2024-06-02 15:59:30,30.7,50.1,99860765.70422484,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 15:59:33,30.6,51.0,99860530.62024611,Calitate Foarte Buna a Aerului sub 300 ppm,79.24
2024-06-02 15:59:36,30.6,50.7,99861018.46919063,Calitate Foarte Buna a Aerului sub 300 ppm,79.19
2024-06-02 15:59:39,30.7,50.3,99860174.78038508,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 15:59:42,30.6,50.0,99860589.55091673,Calitate Foarte Buna a Aerului sub 300 ppm,79.08
2024-06-02 15:59:45,30.7,49.8,99860960.3138973,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 15:59:48,30.6,49.4,99861250.04771183,Calitate Foarte Buna a Aerului sub 300 ppm,78.99
2024-06-02 15:59:51,30.7,49.6,99861991.34036084,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 15:59:54,30.6,49.7,99862141.29440725,Calitate Foarte Buna a Aerului sub 300 ppm,79.04
2024-06-02 15:59:57,30.7,49.8,99862586.9443267,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:00:00,30.7,49.9,99860940.90551817,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:00:03,30.7,50.3,99861878.40893441,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:00:06,30.7,50.4,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 16:00:09,30.7,50.3,99861708.25793067,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:00:12,30.6,50.4,99860960.3138973,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 16:00:15,30.7,50.8,99860882.6103896,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:00:18,30.7,50.8,99861802.89828047,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:00:21,30.7,50.3,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:00:24,30.6,50.1,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 16:00:27,30.6,50.1,99860921.48548079,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 16:00:30,30.7,49.7,99861095.84700285,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 16:00:33,30.7,49.2,99860902.05377483,Calitate Foarte Buna a Aerului sub 300 ppm,79.08
2024-06-02 16:00:36,30.7,49.8,99861153.75879261,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:00:39,30.7,50.2,99860785.21790679,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:00:42,30.7,50.3,99861765.07580465,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:00:45,30.7,50.3,99861346.04933673,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:00:48,30.6,50.6,99860451.87962726,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:00:51,30.7,50.2,99860902.05377483,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:00:54,30.7,50.1,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:00:57,30.5,50.0,99861689.2961566,Calitate Foarte Buna a Aerului sub 300 ppm,78.95
2024-06-02 16:01:00,30.7,49.8,99860055.30066934,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:01:03,30.7,50.8,99860491.27374285,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:01:06,30.6,51.0,99860843.68853958,Calitate Foarte Buna a Aerului sub 300 ppm,79.24
2024-06-02 16:01:09,30.7,51.5,99860471.58264197,Calitate Foarte Buna a Aerului sub 300 ppm,79.45
2024-06-02 16:01:12,30.7,51.4,99861575.28874256,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:01:15,30.7,51.1,99860550.27567014,Calitate Foarte Buna a Aerului sub 300 ppm,79.39
2024-06-02 16:01:18,30.7,50.8,99860274.0145822,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:01:21,30.6,50.7,99861326.87193352,Calitate Foarte Buna a Aerului sub 300 ppm,79.19
2024-06-02 16:01:24,30.7,50.8,99860530.62024611,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:01:27,30.7,50.7,99861765.07580465,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:01:30,30.7,51.1,99860628.77876632,Calitate Foarte Buna a Aerului sub 300 ppm,79.39
2024-06-02 16:01:33,30.7,50.9,99862697.3805255,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:01:36,30.7,50.3,99861173.0396219,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:01:39,30.7,50.4,99860824.21005355,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 16:01:42,30.7,50.0,99860882.6103896,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:01:45,30.7,49.8,99861095.84700285,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:01:48,30.7,49.9,99860313.62402605,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:01:51,30.7,50.5,99861018.46919063,Calitate Foarte Buna a Aerului sub 300 ppm,79.29
2024-06-02 16:01:54,30.7,50.5,99863117.15725432,Calitate Foarte Buna a Aerului sub 300 ppm,79.29
2024-06-02 16:01:57,30.7,50.3,99861076.51993763,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:02:00,30.7,50.1,99861307.68307976,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:02:03,30.7,50.3,99861727.20845667,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:02:06,30.7,50.3,99861765.07580465,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:02:09,30.7,50.1,99860765.70422484,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:02:12,30.8,49.8,99861403.51294485,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:02:15,30.7,49.6,99860392.69899175,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 16:02:18,30.8,50.6,99860785.21790679,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:02:21,30.7,51.1,99861095.84700285,Calitate Foarte Buna a Aerului sub 300 ppm,79.39
2024-06-02 16:02:24,30.7,50.8,99861479.97140022,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:02:27,30.7,50.6,99861230.8129527,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:02:30,30.8,50.0,99861479.97140022,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:02:33,30.7,49.8,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:02:36,30.7,49.7,99860589.55091673,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 16:02:39,30.7,49.9,99859714.39270349,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:02:42,30.7,49.9,99857976.4822081,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:02:45,30.8,49.6,99861878.40893441,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 16:02:48,30.8,48.8,99860707.09261744,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 16:02:51,30.7,48.4,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,78.96
2024-06-02 16:02:54,30.8,48.7,99861269.27097915,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 16:02:57,30.7,48.8,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.02
2024-06-02 16:03:00,30.8,48.7,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 16:03:03,30.8,48.4,99861878.40893441,Calitate Foarte Buna a Aerului sub 300 ppm,79.08
2024-06-02 16:03:06,30.7,48.4,99860843.68853958,Calitate Foarte Buna a Aerului sub 300 ppm,78.96
2024-06-02 16:03:09,30.8,48.2,99861230.8129527,Calitate Foarte Buna a Aerului sub 300 ppm,79.05
2024-06-02 16:03:12,30.8,48.2,99861307.68307976,Calitate Foarte Buna a Aerului sub 300 ppm,79.05
2024-06-02 16:03:15,30.7,48.0,99862383.46758518,Calitate Foarte Buna a Aerului sub 300 ppm,78.89
2024-06-02 16:03:18,30.7,48.0,99861269.27097915,Calitate Foarte Buna a Aerului sub 300 ppm,78.89
2024-06-02 16:03:21,30.7,48.5,99861934.92472695,Calitate Foarte Buna a Aerului sub 300 ppm,78.97
2024-06-02 16:03:24,30.7,48.8,99861556.24795124,Calitate Foarte Buna a Aerului sub 300 ppm,79.02
2024-06-02 16:03:27,30.8,48.7,99864430.53150748,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 16:03:30,30.7,48.7,99861859.54803327,Calitate Foarte Buna a Aerului sub 300 ppm,79.00
2024-06-02 16:03:33,30.8,49.4,99861326.87193352,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:03:36,30.7,50.6,99861746.14774466,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:03:39,30.8,50.5,99860015.37706523,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:03:42,30.7,50.0,99860648.3749442,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:03:45,30.8,50.1,99861250.04771183,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:03:48,30.8,50.5,99861708.25793067,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:03:51,30.7,50.5,99860902.05377483,Calitate Foarte Buna a Aerului sub 300 ppm,79.29
2024-06-02 16:03:54,30.8,50.7,99861192.30891813,Calitate Foarte Buna a Aerului sub 300 ppm,79.46
2024-06-02 16:03:57,30.8,50.7,99860824.21005355,Calitate Foarte Buna a Aerului sub 300 ppm,79.46
2024-06-02 16:04:00,30.8,50.2,99860589.55091673,Calitate Foarte Buna a Aerului sub 300 ppm,79.38
2024-06-02 16:04:03,30.8,50.2,99861384.36983214,Calitate Foarte Buna a Aerului sub 300 ppm,79.38
2024-06-02 16:04:06,30.8,50.3,99859390.2828215,Calitate Foarte Buna a Aerului sub 300 ppm,79.39
2024-06-02 16:04:09,30.8,50.2,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.38
2024-06-02 16:04:12,30.7,50.0,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:04:15,30.8,50.1,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:04:18,30.8,49.9,99860569.91922344,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:04:21,30.8,49.9,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:04:25,30.8,49.6,99858732.40188836,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 16:04:28,30.8,49.5,99861670.32312448,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:04:31,30.8,49.4,99861018.46919063,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:04:34,30.8,49.4,99860648.3749442,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:04:37,30.8,49.7,99860765.70422484,Calitate Foarte Buna a Aerului sub 300 ppm,79.30
2024-06-02 16:04:40,30.8,50.0,99861288.48276506,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:04:43,30.8,50.0,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:04:46,30.8,49.7,99860412.43781307,Calitate Foarte Buna a Aerului sub 300 ppm,79.30
2024-06-02 16:04:49,30.8,49.8,99860530.62024611,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:04:52,30.7,49.8,99861479.97140022,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:04:55,30.9,49.7,99860372.94821326,Calitate Foarte Buna a Aerului sub 300 ppm,79.43
2024-06-02 16:04:58,30.8,49.4,99860921.48548079,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:05:01,30.8,49.7,99861307.68307976,Calitate Foarte Buna a Aerului sub 300 ppm,79.30
2024-06-02 16:05:04,30.8,49.8,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:05:07,30.8,49.5,99859855.19511864,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:05:10,30.7,49.3,99860254.19183181,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 16:05:13,30.8,49.0,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:05:16,30.7,49.1,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.07
2024-06-02 16:05:19,30.7,49.0,99860940.90551817,Calitate Foarte Buna a Aerului sub 300 ppm,79.05
2024-06-02 16:05:22,30.8,49.0,99861076.51993763,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:05:25,30.8,49.2,99861708.25793067,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:05:28,30.8,49.0,99860804.71984619,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:05:31,30.8,49.1,99861037.83104207,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:05:34,30.8,49.0,99862420.56103997,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:05:37,30.8,48.9,99860589.55091673,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 16:05:40,30.8,48.8,99861518.13237315,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 16:05:43,30.8,49.1,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:05:46,30.8,49.2,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:05:49,30.8,49.3,99861746.14774466,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:05:52,30.8,49.3,99860804.71984619,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:05:55,30.8,49.6,99861783.99264657,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 16:05:58,30.8,49.8,99860707.09261744,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:06:01,30.8,50.1,99861518.13237315,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:06:04,30.8,50.1,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:06:07,30.8,50.6,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:06:10,30.8,50.6,99860609.17076078,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:06:13,30.8,50.5,99860882.6103896,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:06:16,30.8,50.5,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:06:19,30.8,52.0,99861115.16249342,Calitate Foarte Buna a Aerului sub 300 ppm,79.67
2024-06-02 16:06:22,30.8,52.3,99860940.90551817,Calitate Foarte Buna a Aerului sub 300 ppm,79.72
2024-06-02 16:06:25,30.8,51.6,99860274.0145822,Calitate Foarte Buna a Aerului sub 300 ppm,79.60
2024-06-02 16:06:28,30.8,51.0,99861632.34324624,Calitate Foarte Buna a Aerului sub 300 ppm,79.51
2024-06-02 16:06:31,30.8,50.5,99858440.45001312,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:06:34,30.8,49.8,99861230.8129527,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:06:37,30.8,49.7,99860154.89735717,Calitate Foarte Buna a Aerului sub 300 ppm,79.30
2024-06-02 16:06:40,30.8,49.6,99860293.82530992,Calitate Foarte Buna a Aerului sub 300 ppm,79.28
2024-06-02 16:06:43,30.8,49.4,99860843.68853958,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:06:46,30.9,49.7,99861537.19583155,Calitate Foarte Buna a Aerului sub 300 ppm,79.43
2024-06-02 16:06:49,30.8,50.4,99860412.43781307,Calitate Foarte Buna a Aerului sub 300 ppm,79.41
2024-06-02 16:06:52,30.8,51.6,99860589.55091673,Calitate Foarte Buna a Aerului sub 300 ppm,79.60
